Domain, V1, V2, V3, V34, V4, V5, Ishort, BRK_STAT, Ibrk
0.04103,-223.908763311,-223.63562801,-53.0490836616,0.0,-53.0490836616,-49.2166877432,-0.076647918367,0.0,-0.0908090810116
0.04104,-224.11375684,-223.826001774,-53.2847104779,0.0,-53.2847104779,-49.2062571972,-0.0815690656141,0.0,-0.0956831209287
0.04105,-224.315565216,-224.013194368,-53.5195501439,0.0,-53.5195501439,-49.1950934865,-0.0864891331483,0.0,-0.100555837757
0.04106,-224.514185572,-224.197203127,-53.753598644,0.0,-53.753598644,-49.1831962622,-0.0914080476357,0.0,-0.105427163035
0.04107,-224.709615084,-224.378025434,-53.9868520442,0.0,-53.9868520442,-49.1705652586,-0.0963257357117,0.0,-0.110297028337
0.04108,-224.901850975,-224.555658717,-54.2193064935,0.0,-54.2193064935,-49.157200294,-0.101242123989,0.0,-0.115165365273
0.04109,-225.090890513,-224.730100448,-54.4509582243,0.0,-54.4509582243,-49.143101271,-0.106157139068,0.0,-0.120032105489
0.0411,-225.276731011,-224.901348146,-54.6818035539,0.0,-54.6818035539,-49.1282681769,-0.11107070754,0.0,-0.124897180665
0.04111,-225.459369828,-225.069399373,-54.9118388842,0.0,-54.9118388842,-49.112701084,-0.115982756003,0.0,-0.129760522514
0.04112,-225.638804369,-225.234251738,-55.1410607028,0.0,-55.1410607028,-49.0964001495,-0.120893211065,0.0,-0.134622062783
0.04113,-225.815032083,-225.395902896,-55.3694655829,0.0,-55.3694655829,-49.0793656152,-0.125801999353,0.0,-0.139481733247
0.04114,-225.988050465,-225.554350547,-55.5970501836,0.0,-55.5970501836,-49.0615978073,-0.130709047524,0.0,-0.144339465713
0.04115,-226.157857056,-225.709592435,-55.8238112497,0.0,-55.8238112497,-49.0430971361,-0.135614282271,0.0,-0.149195192019
0.04116,-226.324449444,-225.861626352,-56.0497456117,0.0,-56.0497456117,-49.0238640951,-0.140517630333,0.0,-0.154048844028
0.04117,-226.487825261,-226.010450133,-56.2748501853,0.0,-56.2748501853,-49.0038992603,-0.145419018501,0.0,-0.158900353633
0.04118,-226.647982184,-226.156061662,-56.4991219708,0.0,-56.4991219708,-48.9832032894,-0.150318373628,0.0,-0.163749652752
0.04119,-226.804917938,-226.298458866,-56.7225580525,0.0,-56.7225580525,-48.9617769206,-0.155215622639,0.0,-0.168596673328
0.0412,-226.958630292,-226.437639717,-56.9451555983,0.0,-56.9451555983,-48.9396209716,-0.160110692533,0.0,-0.17344134733
0.04121,-227.109117061,-226.573602236,-57.1669118578,0.0,-57.1669118578,-48.9167363379,-0.165003510399,0.0,-0.17828360675
0.04122,-227.256376107,-226.706344488,-57.3878241623,0.0,-57.3878241623,-48.8931239915,-0.169894003415,0.0,-0.183123383601
0.04123,-227.400405337,-226.835864582,-57.6078899226,0.0,-57.6078899226,-48.8687849795,-0.174782098864,0.0,-0.187960609919
0.04124,-227.541202704,-226.962160676,-57.8271066283,0.0,-57.8271066283,-48.8437204217,-0.179667724134,0.0,-0.192795217763
0.04125,-227.678766207,-227.085230973,-58.0454718459,0.0,-58.0454718459,-48.8179315094,-0.18455080673,0.0,-0.197627139208
0.04126,-227.81309389,-227.20507372,-58.2629832171,0.0,-58.2629832171,-48.7914195031,-0.189431274281,0.0,-0.202456306352
0.04127,-227.944183845,-227.321687212,-58.4796384575,0.0,-58.4796384575,-48.7641857303,-0.194309054543,0.0,-0.207282651311
0.04128,-228.072034209,-227.435069789,-58.695435354,0.0,-58.695435354,-48.7362315835,-0.199184075408,0.0,-0.212106106218
0.04129,-228.196643164,-227.545219838,-58.9103717633,0.0,-58.9103717633,-48.7075585176,-0.204056264913,0.0,-0.216926603224
0.0413,-228.31800894,-227.65213579,-59.1244456097,0.0,-59.1244456097,-48.6781680476,-0.208925551242,0.0,-0.221744074498
0.04131,-228.436129812,-227.755816126,-59.3376548826,0.0,-59.3376548826,-48.648061746,-0.213791862731,0.0,-0.226558452223
0.04132,-228.5510041,-227.856259367,-59.5499976344,0.0,-59.5499976344,-48.6172412403,-0.218655127881,0.0,-0.231369668603
0.04133,-228.662630173,-227.953464086,-59.7614719779,0.0,-59.7614719779,-48.5857082102,-0.223515275353,0.0,-0.236177655852
0.04134,-228.771006444,-228.047428899,-59.9720760839,0.0,-59.9720760839,-48.5534643847,-0.228372233983,0.0,-0.240982346203
0.04135,-228.876131372,-228.138152469,-60.1818081784,0.0,-60.1818081784,-48.5205115394,-0.233225932779,0.0,-0.245783671904
0.04136,-228.978003464,-228.225633505,-60.3906665402,0.0,-60.3906665402,-48.4868514936,-0.238076300931,0.0,-0.250581565216
0.04137,-229.076621271,-228.309870762,-60.5986494976,0.0,-60.5986494976,-48.4524861071,-0.242923267811,0.0,-0.255375958419
0.04138,-229.171983393,-228.390863041,-60.8057554262,0.0,-60.8057554262,-48.4174172772,-0.24776676298,0.0,-0.260166783804
0.04139,-229.264088474,-228.46860919,-61.0119827455,0.0,-61.0119827455,-48.381646936,-0.252606716191,0.0,-0.26495397368
0.0414,-229.352935204,-228.543108103,-61.2173299161,0.0,-61.2173299161,-48.3451770466,-0.25744305739,0.0,-0.269737460369
0.04141,-229.438522322,-228.61435872,-61.4217954366,0.0,-61.4217954366,-48.3080096005,-0.262275716722,0.0,-0.27451717621
0.04142,-229.52084861,-228.682360028,-61.6253778409,0.0,-61.6253778409,-48.2701466142,-0.267104624533,0.0,-0.279293053558
0.04143,-229.599912899,-228.747111059,-61.8280756945,0.0,-61.8280756945,-48.231590126,-0.27192971137,0.0,-0.284065024783
0.04144,-229.675714065,-228.808610892,-62.029887592,0.0,-62.029887592,-48.1923421927,-0.276750907986,0.0,-0.288833022273
0.04145,-229.748251031,-228.866858654,-62.2308121535,0.0,-62.2308121535,-48.1524048865,-0.28156814534,0.0,-0.293596978433
0.04146,-229.817522765,-228.921853515,-62.4308480217,0.0,-62.4308480217,-48.1117802918,-0.286381354599,0.0,-0.298356825685
0.04147,-229.883528284,-228.973594693,-62.6299938585,0.0,-62.6299938585,-48.0704705016,-0.291190467138,0.0,-0.303112496472
0.04148,-229.946266649,-229.022081454,-62.8282483422,0.0,-62.8282483422,-48.028477615,-0.295995414544,0.0,-0.307863923253
0.04149,-230.005736969,-229.067313108,-63.0256101639,0.0,-63.0256101639,-47.9858037333,-0.300796128612,0.0,-0.31261103851
0.0415,-230.061938398,-229.109289012,-63.2220780247,0.0,-63.2220780247,-47.9424509574,-0.305592541346,0.0,-0.317353774746
0.04151,-230.114870137,-229.14800857,-63.4176506324,0.0,-63.4176506324,-47.8984213843,-0.310384584963,0.0,-0.322092064485
0.04152,-230.164531435,-229.183471232,-63.6123266984,0.0,-63.6123266984,-47.853717104,-0.315172191888,0.0,-0.326825840278
0.04153,-230.210921585,-229.215676494,-63.8061049345,0.0,-63.8061049345,-47.8083401968,-0.319955294753,0.0,-0.331555034696
0.04154,-230.254039929,-229.2446239,-63.9989840502,0.0,-63.9989840502,-47.7622927302,-0.324733826399,0.0,-0.33627958034
0.04155,-230.293885853,-229.270313039,-64.1909627494,0.0,-64.1909627494,-47.7155767557,-0.329507719873,0.0,-0.340999409837
0.04156,-230.330458791,-229.292743546,-64.3820397275,0.0,-64.3820397275,-47.6681943062,-0.334276908426,0.0,-0.345714455843
0.04157,-230.363758224,-229.311915104,-64.5722136688,0.0,-64.5722136688,-47.6201473932,-0.339041325511,0.0,-0.350424651044
0.04158,-230.393783677,-229.327827442,-64.7614832431,0.0,-64.7614832431,-47.571438004,-0.343800904781,0.0,-0.355129928161
0.04159,-230.420534725,-229.340480334,-64.9498471034,0.0,-64.9498471034,-47.522068099,-0.348555580086,0.0,-0.359830219945
0.0416,-230.444010988,-229.349873601,-65.1373038831,0.0,-65.1373038831,-47.4720396095,-0.353305285472,0.0,-0.364525459184
0.04161,-230.46421213,-229.356007113,-65.3238521935,0.0,-65.3238521935,-47.4213544348,-0.358049955174,0.0,-0.369215578706
0.04162,-230.481137866,-229.358880783,-65.5094906209,0.0,-65.5094906209,-47.37001444,-0.362789523618,0.0,-0.373900511375
0.04163,-230.494787955,-229.358494572,-65.6942177246,0.0,-65.6942177246,-47.318021454,-0.367523925412,0.0,-0.378580190098
0.04164,-230.505162203,-229.354848487,-65.8780320343,0.0,-65.8780320343,-47.2653772668,-0.372253095349,0.0,-0.383254547825
0.04165,-230.512260462,-229.347942582,-66.0609320479,0.0,-66.0609320479,-47.2120836282,-0.376976968393,0.0,-0.387923517551
0.04166,-230.516082632,-229.337776957,-66.2429162295,0.0,-66.2429162295,-47.1581422451,-0.381695479687,0.0,-0.392587032321
0.04167,-230.516628658,-229.324351759,-66.4239830072,0.0,-66.4239830072,-47.1035547803,-0.386408564538,0.0,-0.397245025227
0.04168,-230.513898532,-229.307667181,-66.6041307712,0.0,-66.6041307712,-47.0483228502,-0.39111615842,0.0,-0.401897429414
0.04169,-230.507892294,-229.287723461,-66.7833578721,0.0,-66.7833578721,-46.992448024,-0.395818196963,0.0,-0.406544178084
0.0417,-230.498610028,-229.264520886,-66.9616626193,0.0,-66.9616626193,-46.9359318215,-0.400514615956,0.0,-0.411185204491
0.04171,-230.486051867,-229.238059787,-67.1390432789,0.0,-67.1390432789,-46.8787757123,-0.405205351332,0.0,-0.415820441953
0.04172,-230.470217989,-229.208340543,-67.315498073,0.0,-67.315498073,-46.8209811143,-0.409890339174,0.0,-0.420449823847
0.04173,-230.451108619,-229.17536358,-67.4910251779,0.0,-67.4910251779,-46.762549393,-0.414569515699,0.0,-0.425073283615
0.04174,-230.428724029,-229.139129368,-67.6656227231,0.0,-67.6656227231,-46.70348186,-0.419242817262,0.0,-0.429690754766
0.04175,-230.403064536,-229.099638424,-67.8392887901,0.0,-67.8392887901,-46.6437797729,-0.423910180343,0.0,-0.434302170876
0.04176,-230.374130506,-229.056891313,-68.0120214116,0.0,-68.0120214116,-46.5834443342,-0.428571541549,0.0,-0.438907465597
0.04177,-230.341922349,-229.010888645,-68.1838185708,0.0,-68.1838185708,-46.5224766908,-0.4332268376,0.0,-0.443506572651
0.04178,-230.306440524,-228.961631076,-68.3546782004,0.0,-68.3546782004,-46.4608779339,-0.437876005331,0.0,-0.44809942584
0.04179,-230.267685535,-228.909119309,-68.5245981827,0.0,-68.5245981827,-46.3986490985,-0.442518981683,0.0,-0.452685959045
0.0418,-230.225657932,-228.853354093,-68.6935763485,0.0,-68.6935763485,-46.3357911637,-0.447155703696,0.0,-0.457266106229
0.04181,-230.180358313,-228.794336224,-68.8616104774,0.0,-68.8616104774,-46.272305052,-0.451786108507,0.0,-0.461839801439
0.04182,-230.131787321,-228.732066543,-69.0286982974,0.0,-69.0286982974,-46.2081916303,-0.456410133341,0.0,-0.46640697881
0.04183,-230.079945648,-228.666545937,-69.1948374851,0.0,-69.1948374851,-46.1434517097,-0.461027715508,0.0,-0.47096757257
0.04184,-230.024834029,-228.597775341,-69.360025666,0.0,-69.360025666,-46.0780860462,-0.465638792396,0.0,-0.475521517036
0.04185,-229.966453248,-228.525755736,-69.5242604143,0.0,-69.5242604143,-46.0120953411,-0.470243301465,0.0,-0.480068746623
0.04186,-229.904804134,-228.450488146,-69.6875392539,0.0,-69.6875392539,-45.9454802417,-0.474841180244,0.0,-0.484609195842
0.04187,-229.839887565,-228.371973645,-69.8498596588,0.0,-69.8498596588,-45.8782413426,-0.479432366323,0.0,-0.489142799308
0.04188,-229.771704462,-228.290213352,-70.0112190535,0.0,-70.0112190535,-45.810379186,-0.48401679735,0.0,-0.493669491736
0.04189,-229.700255794,-228.205208431,-70.1716148145,0.0,-70.1716148145,-45.7418942634,-0.488594411022,0.0,-0.49818920795
0.0419,-229.625542578,-228.116960092,-70.3310442705,0.0,-70.3310442705,-45.6727870162,-0.493165145086,0.0,-0.50270188288
0.04191,-229.547565874,-228.025469593,-70.4895047041,0.0,-70.4895047041,-45.6030578376,-0.497728937329,0.0,-0.507207451568
0.04192,-229.466326791,-227.930738237,-70.6469933527,0.0,-70.6469933527,-45.532707074,-0.502285725575,0.0,-0.511705849171
0.04193,-229.381826484,-227.832767373,-70.80350741,0.0,-70.80350741,-45.461735026,-0.50683544768,0.0,-0.51619701096
0.04194,-229.294066153,-227.731558394,-70.9590440273,0.0,-70.9590440273,-45.3901419509,-0.511378041528,0.0,-0.520680872325
0.04195,-229.203047046,-227.627112743,-71.1136003152,0.0,-71.1136003152,-45.3179280637,-0.515913445029,0.0,-0.525157368777
0.04196,-229.108770456,-227.519431906,-71.2671733451,0.0,-71.2671733451,-45.2450935397,-0.520441596109,0.0,-0.529626435952
0.04197,-229.011237724,-227.408517416,-71.4197601513,0.0,-71.4197601513,-45.1716385157,-0.524962432712,0.0,-0.534088009608
0.04198,-228.910450235,-227.294370851,-71.5713577324,0.0,-71.5713577324,-45.0975630928,-0.529475892792,0.0,-0.538542025633
0.04199,-228.806409421,-227.176993836,-71.7219630539,0.0,-71.7219630539,-45.0228673381,-0.533981914314,0.0,-0.542988420046
0.042,-228.699116763,-227.056388041,-71.8715730495,0.0,-71.8715730495,-44.9475512873,-0.538480435245,0.0,-0.547427128995
0.04201,-228.588573783,-226.932555182,-72.0201846242,0.0,-72.0201846242,-44.8716149463,-0.542971393557,0.0,-0.551858088764
0.04202,-228.474782054,-226.805497021,-72.1677946555,0.0,-72.1677946555,-44.7950582946,-0.547454727219,0.0,-0.556281235774
0.04203,-228.357743193,-226.675215366,-72.3143999967,0.0,-72.3143999967,-44.7178812868,-0.551930374198,0.0,-0.560696506582
0.04204,-228.237458862,-226.54171207,-72.4599974785,0.0,-72.4599974785,-44.6400838557,-0.556398272455,0.0,-0.565103837888
0.04205,-228.113930772,-226.404989032,-72.604583912,0.0,-72.604583912,-44.5616659148,-0.560858359944,0.0,-0.569503166531
0.04206,-227.987160678,-226.265048197,-72.7481560909,0.0,-72.7481560909,-44.4826273606,-0.565310574608,0.0,-0.573894429496
0.04207,-227.857150382,-226.121891555,-72.8907107945,0.0,-72.8907107945,-44.4029680755,-0.569754854379,0.0,-0.578277563912
0.04208,-227.723901732,-225.975521142,-73.0322447895,0.0,-73.0322447895,-44.3226879305,-0.57419113718,0.0,-0.582652507056
0.04209,-227.587416621,-225.82593904,-73.1727548338,0.0,-73.1727548338,-44.241786788,-0.578619360916,0.0,-0.587019196352
0.0421,-227.447696989,-225.673147375,-73.3122376782,0.0,-73.3122376782,-44.1602645042,-0.58303946348,0.0,-0.591377569376
0.04211,-227.304744821,-225.517148321,-73.4506900699,0.0,-73.4506900699,-44.0781209323,-0.587451382752,0.0,-0.595727563855
0.04212,-227.15856215,-225.357944094,-73.5881087547,0.0,-73.5881087547,-43.995355925,-0.591855056595,0.0,-0.600069117669
0.04213,-227.009151053,-225.195536959,-73.7244904803,0.0,-73.7244904803,-43.9119693374,-0.596250422858,0.0,-0.604402168851
0.04214,-226.856513654,-225.029929225,-73.8598319987,0.0,-73.8598319987,-43.8279610298,-0.600637419376,0.0,-0.608726655591
0.04215,-226.700652121,-224.861123246,-73.9941300693,0.0,-73.9941300693,-43.7433308707,-0.605015983971,0.0,-0.613042516234
0.04216,-226.54156867,-224.689121421,-74.1273814618,0.0,-74.1273814618,-43.6580787392,-0.609386054452,0.0,-0.617349689283
0.04217,-226.379265562,-224.513926195,-74.2595829586,0.0,-74.2595829586,-43.5722045278,-0.613747568615,0.0,-0.621648113401
0.04218,-226.213745104,-224.335540059,-74.3907313581,0.0,-74.3907313581,-43.4857081457,-0.618100464249,0.0,-0.625937727408
0.04219,-226.045009648,-224.153965547,-74.5208234774,0.0,-74.5208234774,-43.3985895208,-0.622444679132,0.0,-0.630218470286
0.0422,-225.873061591,-223.969205241,-74.6498561548,0.0,-74.6498561548,-43.3108486029,-0.626780151038,0.0,-0.634490281177
0.04221,-225.697903379,-223.781261767,-74.777826253,0.0,-74.777826253,-43.2224853662,-0.631106817737,0.0,-0.638753099384
0.04222,-225.5195375,-223.590137794,-74.9047306616,0.0,-74.9047306616,-43.1334998118,-0.635424616996,0.0,-0.643006864374
0.04223,-225.337966488,-223.39583604,-75.0305662997,0.0,-75.0305662997,-43.0438919704,-0.639733486585,0.0,-0.647251515775
0.04224,-225.153192926,-223.198359264,-75.1553301188,0.0,-75.1553301188,-42.9536619048,-0.644033364279,0.0,-0.65148699338
0.04225,-224.965219438,-222.997710275,-75.2790191053,0.0,-75.2790191053,-42.8628097123,-0.648324187859,0.0,-0.655713237143
0.04226,-224.774048697,-222.793891921,-75.4016302832,0.0,-75.4016302832,-42.7713355271,-0.652605895121,0.0,-0.659930187185
0.04227,-224.579683419,-222.5869071,-75.5231607163,0.0,-75.5231607163,-42.6792395226,-0.656878423874,0.0,-0.664137783787
0.04228,-224.382126366,-222.376758751,-75.6436075111,0.0,-75.6436075111,-42.5865219138,-0.661141711946,0.0,-0.668335967399
0.04229,-224.181380347,-222.163449862,-75.7629678185,0.0,-75.7629678185,-42.4931829591,-0.665395697189,0.0,-0.672524678632
0.0423,-223.977448214,-221.946983462,-75.881238837,0.0,-75.881238837,-42.3992229627,-0.669640317485,0.0,-0.676703858262
0.04231,-223.770332866,-221.727362627,-75.9984178142,0.0,-75.9984178142,-42.3046422768,-0.673875510747,0.0,-0.680873447231
0.04232,-223.560037246,-221.504590477,-76.1145020492,0.0,-76.1145020492,-42.2094413029,-0.678101214926,0.0,-0.685033386642
0.04233,-223.346564343,-221.278670177,-76.2294888947,0.0,-76.2294888947,-42.1136204939,-0.682317368016,0.0,-0.689183617766
0.04234,-223.129917191,-221.049604936,-76.3433757591,0.0,-76.3433757591,-42.0171803562,-0.686523908059,0.0,-0.693324082035
0.04235,-222.910098869,-220.817398009,-76.4561601081,0.0,-76.4561601081,-41.9201214506,-0.690720773149,0.0,-0.697454721047
0.04236,-222.687112501,-220.582052693,-76.5678394665,0.0,-76.5678394665,-41.8224443945,-0.694907901441,0.0,-0.701575476562
0.04237,-222.460961256,-220.343572332,-76.6784114205,0.0,-76.6784114205,-41.7241498627,-0.699085231154,0.0,-0.705686290503
0.04238,-222.231648349,-220.101960314,-76.7878736182,0.0,-76.7878736182,-41.6252385894,-0.703252700577,0.0,-0.709787104956
0.04239,-221.999177038,-219.857220071,-76.8962237722,0.0,-76.8962237722,-41.5257113684,-0.707410248075,0.0,-0.713877862171
0.0424,-221.763550627,-219.609355079,-77.0034596601,0.0,-77.0034596601,-41.4255690553,-0.711557812096,0.0,-0.717958504556
0.04241,-221.524772466,-219.358368859,-77.1095791265,0.0,-77.1095791265,-41.3248125677,-0.715695331177,0.0,-0.722028974683
0.04242,-221.282845947,-219.104264977,-77.2145800835,0.0,-77.2145800835,-41.223442886,-0.71982274395,0.0,-0.726089215286
0.04243,-221.037774508,-218.847047042,-77.3184605122,0.0,-77.3184605122,-41.1214610549,-0.723939989147,0.0,-0.730139169255
0.04244,-220.789561634,-218.586718707,-77.4212184634,0.0,-77.4212184634,-41.018868183,-0.728047005609,0.0,-0.734178779643
0.04245,-220.538210852,-218.32328367,-77.5228520585,0.0,-77.5228520585,-40.915665444,-0.73214373229,0.0,-0.738207989662
0.04246,-220.283725733,-218.056745673,-77.62335949,0.0,-77.62335949,-40.8118540767,-0.736230108266,0.0,-0.74222674268
0.04247,-220.026109895,-217.787108503,-77.7227390225,0.0,-77.7227390225,-40.7074353855,-0.740306072739,0.0,-0.746234982224
0.04248,-219.765366999,-217.514375989,-77.8209889926,0.0,-77.8209889926,-40.6024107404,-0.744371565045,0.0,-0.750232651978
0.04249,-219.501500751,-217.238552005,-77.9181078098,0.0,-77.9181078098,-40.4967815767,-0.748426524661,0.0,-0.754219695782
0.0425,-219.2345149,-216.959640469,-78.0140939559,0.0,-78.0140939559,-40.3905493955,-0.75247089121,0.0,-0.758196057633
0.04251,-218.964413242,-216.677645343,-78.1089459862,0.0,-78.1089459862,-40.2837157628,-0.756504604468,0.0,-0.762161681679
0.04252,-218.691199615,-216.392570633,-78.2026625285,0.0,-78.2026625285,-40.1762823099,-0.760527604371,0.0,-0.766116512228
0.04253,-218.414877901,-216.104420387,-78.2952422832,0.0,-78.2952422832,-40.068250732,-0.764539831024,0.0,-0.770060493735
0.04254,-218.135452029,-215.813198699,-78.3866840234,0.0,-78.3866840234,-39.9596227884,-0.7685412247,0.0,-0.773993570814
0.04255,-217.852925969,-215.518909707,-78.4769865941,0.0,-78.4769865941,-39.8504003014,-0.772531725854,0.0,-0.777915688225
0.04256,-217.567303737,-215.221557589,-78.5661489119,0.0,-78.5661489119,-39.7405851555,-0.776511275127,0.0,-0.781826790885
0.04257,-217.278589392,-214.92114657,-78.6541699641,0.0,-78.6541699641,-39.6301792966,-0.78047981335,0.0,-0.785726823857
0.04258,-216.986787037,-214.617680918,-78.7410488084,0.0,-78.7410488084,-39.5191847308,-0.784437281551,0.0,-0.789615732358
0.04259,-216.69190082,-214.311164943,-78.8267845717,0.0,-78.8267845717,-39.4076035235,-0.788383620964,0.0,-0.793493461751
0.0426,-216.393934931,-214.001602999,-78.9113764492,0.0,-78.9113764492,-39.2954377977,-0.79231877303,0.0,-0.797359957549
0.04261,-216.092893606,-213.688999485,-78.9948237036,0.0,-78.9948237036,-39.1826897333,-0.796242679406,0.0,-0.801215165415
0.04262,-215.788781122,-213.373358841,-79.0771256636,0.0,-79.0771256636,-39.069361565,-0.800155281971,0.0,-0.805059031157
0.04263,-215.481601801,-213.05468555,-79.1582817226,0.0,-79.1582817226,-38.9554555812,-0.804056522828,0.0,-0.808891500731
0.04264,-215.171360011,-212.732984141,-79.2382913379,0.0,-79.2382913379,-38.8409741222,-0.807946344314,0.0,-0.812712520239
0.04265,-214.858060159,-212.408259183,-79.3171540284,0.0,-79.3171540284,-38.7259195784,-0.811824688999,0.0,-0.816522035931
0.04266,-214.541706698,-212.08051529,-79.3948693737,0.0,-79.3948693737,-38.6102943888,-0.815691499697,0.0,-0.820319994201
0.04267,-214.222304125,-211.749757119,-79.4714370122,0.0,-79.4714370122,-38.4941010388,-0.819546719468,0.0,-0.824106341589
0.04268,-213.899856978,-211.415989367,-79.5468566395,0.0,-79.5468566395,-38.3773420584,-0.823390291623,0.0,-0.827881024779
0.04269,-213.574369841,-211.079216778,-79.6211280064,0.0,-79.6211280064,-38.2600200201,-0.827222159727,0.0,-0.8316439906
0.0427,-213.24584734,-210.739444136,-79.6942509172,0.0,-79.6942509172,-38.142137537,-0.831042267605,0.0,-0.835395186027
0.04271,-212.914294143,-210.396676269,-79.7662252277,0.0,-79.7662252277,-38.0236972604,-0.834850559345,0.0,-0.839134558176
0.04272,-212.579714963,-210.050918046,-79.837050843,0.0,-79.837050843,-37.9047018779,-0.838646979302,0.0,-0.84286205431
0.04273,-212.242114554,-209.702174381,-79.9067277158,0.0,-79.9067277158,-37.7851541108,-0.842431472101,0.0,-0.846577621834
0.04274,-211.901497716,-209.350450229,-79.9752558441,0.0,-79.9752558441,-37.6650567119,-0.846203982642,0.0,-0.850281208298
0.04275,-211.557869287,-208.995750588,-80.0426352686,0.0,-80.0426352686,-37.5444124636,-0.849964456101,0.0,-0.853972761395
0.04276,-211.211234154,-208.638080497,-80.1088660713,0.0,-80.1088660713,-37.4232241747,-0.853712837933,0.0,-0.857652228963
0.04277,-210.861597241,-208.27744504,-80.1739483725,0.0,-80.1739483725,-37.3014946787,-0.857449073876,0.0,-0.861319558982
0.04278,-210.508963518,-207.91384934,-80.2378823286,0.0,-80.2378823286,-37.179226831,-0.861173109951,0.0,-0.864974699578
0.04279,-210.153337997,-207.547298564,-80.3006681301,0.0,-80.3006681301,-37.0564235067,-0.864884892468,0.0,-0.868617599021
0.0428,-209.794725731,-207.177797922,-80.3623059989,0.0,-80.3623059989,-36.9330875977,-0.868584368023,0.0,-0.872248205726
0.04281,-209.433131818,-206.805352664,-80.422796186,0.0,-80.422796186,-36.8092220108,-0.872271483504,0.0,-0.875866468253
0.04282,-209.068561397,-206.429968084,-80.482138969,0.0,-80.482138969,-36.6848296646,-0.875946186088,0.0,-0.879472335306
0.04283,-208.701019649,-206.051649515,-80.5403346499,0.0,-80.5403346499,-36.5599134877,-0.879608423245,0.0,-0.883065755736
0.04284,-208.330511797,-205.670402335,-80.5973835524,0.0,-80.5973835524,-36.4344764154,-0.88325814274,0.0,-0.886646678543
0.04285,-207.957043108,-205.286231961,-80.6532860194,0.0,-80.6532860194,-36.3085213879,-0.88689529263,0.0,-0.89021505287
0.04286,-207.580618888,-204.899143854,-80.7080424109,0.0,-80.7080424109,-36.1820513475,-0.890519821267,0.0,-0.89377082801
0.04287,-207.201244489,-204.509143515,-80.7616531013,0.0,-80.7616531013,-36.0550692365,-0.894131677296,0.0,-0.897313953404
0.04288,-206.818925301,-204.116236487,-80.8141184771,0.0,-80.8141184771,-35.9275779942,-0.897730809658,0.0,-0.900844378643
0.04289,-206.433666759,-203.720428354,-80.8654389343,0.0,-80.8654389343,-35.7995805551,-0.901317167585,0.0,-0.904362053468
0.0429,-206.045474337,-203.321724743,-80.9156148764,0.0,-80.9156148764,-35.6710798461,-0.904890700606,0.0,-0.907866927769
0.04291,-205.654353553,-202.920131319,-80.9646467115,0.0,-80.9646467115,-35.5420787847,-0.908451358537,0.0,-0.911358951592
0.04292,-205.260309966,-202.515653791,-81.0125348507,0.0,-81.0125348507,-35.4125802762,-0.91199909149,0.0,-0.914838075133
0.04293,-204.863349175,-202.108297908,-81.059279705,0.0,-81.059279705,-35.2825872118,-0.915533849864,0.0,-0.918304248743
0.04294,-204.463476822,-201.698069461,-81.1048816839,0.0,-81.1048816839,-35.1521024664,-0.919055584348,0.0,-0.921757422929
0.04295,-204.060698591,-201.284974281,-81.1493411923,0.0,-81.1493411923,-35.0211288965,-0.922564245917,0.0,-0.925197548353
0.04296,-203.655020205,-200.869018238,-81.1926586294,0.0,-81.1926586294,-34.889669338,-0.926059785828,0.0,-0.928624575837
0.04297,-203.246447431,-200.450207247,-81.2348343856,0.0,-81.2348343856,-34.7577266043,-0.929542155625,0.0,-0.93203845636
0.04298,-202.834986075,-200.02854726,-81.2758688411,0.0,-81.2758688411,-34.6253034846,-0.93301130713,0.0,-0.935439141063
0.04299,-202.420641985,-199.604044272,-81.315762364,0.0,-81.315762364,-34.4924027419,-0.936467192441,0.0,-0.938826581248
0.043,-202.00342105,-199.176704316,-81.3545153078,0.0,-81.3545153078,-34.3590271111,-0.939909763934,0.0,-0.942200728382
0.04301,-201.583329198,-198.746533468,-81.3921280102,0.0,-81.3921280102,-34.2251792974,-0.943338974254,0.0,-0.945561534094
0.04302,-201.160372402,-198.313537843,-81.428600791,0.0,-81.428600791,-34.0908619751,-0.946754776318,0.0,-0.948908950182
0.04303,-200.734556671,-197.877723595,-81.4639339508,0.0,-81.4639339508,-33.9560777855,-0.950157123306,0.0,-0.95224292861
0.04304,-200.305888058,-197.439096921,-81.4981277687,0.0,-81.4981277687,-33.8208293356,-0.953545968662,0.0,-0.955563421515
0.04305,-199.874372655,-196.997664056,-81.5311825018,0.0,-81.5311825018,-33.6851191974,-0.956921266089,0.0,-0.958870381202
0.04306,-199.440016595,-196.553431275,-81.5630983828,0.0,-81.5630983828,-33.5489499056,-0.960282969544,0.0,-0.96216376015
0.04307,-199.00282605,-196.106404893,-81.5938756193,0.0,-81.5938756193,-33.4123239575,-0.963631033237,0.0,-0.965443511014
0.04308,-198.562807235,-195.656591266,-81.6235143924,0.0,-81.6235143924,-33.2752438112,-0.966965411625,0.0,-0.968709586624
0.04309,-198.119966403,-195.203996789,-81.6520148556,0.0,-81.6520148556,-33.1377118851,-0.97028605941,0.0,-0.97196193999
0.0431,-197.674309848,-194.748627895,-81.6793771335,0.0,-81.6793771335,-32.9997305569,-0.973592931532,0.0,-0.975200524302
0.04311,-197.225843903,-194.290491058,-81.7056013213,0.0,-81.7056013213,-32.8613021629,-0.976885983168,0.0,-0.97842529293
