Domain, V1, V2, V3, V34, V4, Ishort, BRK_STAT, Ibrk
0.06534,202.281887698,203.032930944,35.1266202957,0.0,35.1266202957,-0.267346207911,0.0,-0.250625662689
0.06535,202.697191392,203.433837387,35.4042836353,0.0,35.4042836353,-0.262516676455,0.0,-0.24582607755
0.06536,203.109614312,203.831852594,35.6814436425,0.0,35.6814436425,-0.257683417001,0.0,-0.241023001351
0.06537,203.519150593,204.226970906,35.95809638,0.0,35.95809638,-0.252846498249,0.0,-0.236216502351
0.06538,203.925794418,204.619186709,36.234237918,0.0,36.234237918,-0.248005988944,0.0,-0.231406648855
0.06539,204.329540005,205.008494429,36.5098643341,0.0,36.5098643341,-0.243161957883,0.0,-0.226593509218
0.0654,204.730381617,205.394888532,36.7849717131,0.0,36.7849717131,-0.238314473912,0.0,-0.221777151841
0.06541,205.128313558,205.778363527,37.0595561475,0.0,37.0595561475,-0.233463605923,0.0,-0.21695764517
0.06542,205.523330171,206.158913964,37.3336137375,0.0,37.3336137375,-0.228609422856,0.0,-0.212135057698
0.06543,205.915425842,206.536534435,37.607140591,0.0,37.607140591,-0.223751993697,0.0,-0.207309457959
0.06544,206.304595,206.911219572,37.8801328235,0.0,37.8801328235,-0.218891387478,0.0,-0.202480914532
0.06545,206.690832113,207.28296405,38.1525865585,0.0,38.1525865585,-0.214027673277,0.0,-0.197649496038
0.06546,207.074131691,207.651762587,38.4244979273,0.0,38.4244979273,-0.209160920215,0.0,-0.192815271137
0.06547,207.454488288,208.01760994,38.6958630689,0.0,38.6958630689,-0.204291197457,0.0,-0.187978308531
0.06548,207.831896497,208.380500911,38.9666781303,0.0,38.9666781303,-0.199418574212,0.0,-0.18313867696
0.06549,208.206350955,208.740430341,39.2369392664,0.0,39.2369392664,-0.194543119728,0.0,-0.178296445201
0.0655,208.57784634,209.097393115,39.50664264,0.0,39.50664264,-0.189664903295,0.0,-0.173451682072
0.06551,208.946377371,209.451384161,39.7757844219,0.0,39.7757844219,-0.184783994241,0.0,-0.168604456421
0.06552,209.311938813,209.802398446,40.0443607908,0.0,40.0443607908,-0.179900461932,0.0,-0.163754837137
0.06553,209.674525468,210.150430983,40.3123679338,0.0,40.3123679338,-0.175014375772,0.0,-0.158902893139
0.06554,210.034132184,210.495476825,40.5798020459,0.0,40.5798020459,-0.170125805197,0.0,-0.154048693382
0.06555,210.390753851,210.837531067,40.8466593306,0.0,40.8466593306,-0.165234819681,0.0,-0.149192306851
0.06556,210.744385399,211.17658885,41.1129359995,0.0,41.1129359995,-0.160341488727,0.0,-0.144333802563
0.06557,211.095021802,211.512645354,41.3786282729,0.0,41.3786282729,-0.155445881874,0.0,-0.139473249567
0.06558,211.442658079,211.845695802,41.6437323794,0.0,41.6437323794,-0.150548068689,0.0,-0.134610716938
0.06559,211.787289287,212.175735462,41.908244556,0.0,41.908244556,-0.145648118771,0.0,-0.129746273781
0.0656,212.128910529,212.502759643,42.1721610484,0.0,42.1721610484,-0.140746101747,0.0,-0.124879989229
0.06561,212.467516949,212.826763697,42.4354781108,0.0,42.4354781108,-0.135842087275,0.0,-0.12001193244
0.06562,212.803103736,213.14774302,42.6981920058,0.0,42.6981920058,-0.130936145037,0.0,-0.115142172597
0.06563,213.13566612,213.465693049,42.9602990047,0.0,42.9602990047,-0.126028344745,0.0,-0.110270778909
0.06564,213.465199374,213.780609265,43.2217953872,0.0,43.2217953872,-0.121118756136,0.0,-0.105397820608
0.06565,213.791698815,214.092487194,43.4826774417,0.0,43.4826774417,-0.116207448974,0.0,-0.100523366945
0.06566,214.115159803,214.401322402,43.7429414649,0.0,43.7429414649,-0.111294493045,0.0,-0.0956474871977
0.06567,214.43557774,214.707110501,44.002583762,0.0,44.002583762,-0.106379958162,0.0,-0.0907702506596
0.06568,214.752948074,215.009847144,44.2616006469,0.0,44.2616006469,-0.101463914159,0.0,-0.0858917266458
0.06569,215.067266292,215.309528029,44.5199884417,0.0,44.5199884417,-0.0965464308918,0.0,-0.0810119844892
0.0657,215.378527929,215.606148896,44.7777434772,0.0,44.7777434772,-0.0916275782376,0.0,-0.07613109354
0.06571,215.68672856,215.899705531,45.0348620924,0.0,45.0348620924,-0.0867074260934,0.0,-0.071249123165
0.06572,215.991863805,216.19019376,45.2913406352,0.0,45.2913406352,-0.0817860443749,0.0,-0.0663661427462
0.06573,216.293929328,216.477609456,45.5471754619,0.0,45.5471754619,-0.0768635030151,0.0,-0.0614822216801
0.06574,216.592920835,216.761948534,45.8023629374,0.0,45.8023629374,-0.0719398719635,0.0,-0.0565974293767
0.06575,216.888834077,217.043206953,46.0568994356,0.0,46.0568994356,-0.0670152211849,0.0,-0.0517118352582
0.06576,217.181664849,217.321380714,46.3107813391,0.0,46.3107813391,-0.0620896206577,0.0,-0.0468255087587
0.06577,217.471408989,217.596465866,46.5640050397,0.0,46.5640050397,-0.0571631403737,0.0,-0.0419385193225
0.06578,217.758062378,217.868458497,46.8165669383,0.0,46.8165669383,-0.0522358503362,0.0,-0.0370509364036
0.06579,218.041620944,218.137354743,47.0684634453,0.0,47.0684634453,-0.0473078205595,0.0,-0.0321628294643
0.0658,218.322080655,218.403150783,47.3196909804,0.0,47.3196909804,-0.042379121068,0.0,-0.0272742679747
0.06581,218.599437527,218.665842838,47.5702459729,0.0,47.5702459729,-0.0374498218949,0.0,-0.022385321411
0.06582,218.873687616,218.925427174,47.8201248618,0.0,47.8201248618,-0.0325199930818,0.0,-0.0174960592554
0.06583,219.144827026,219.181900104,48.0693240957,0.0,48.0693240957,-0.0275897046774,0.0,-0.012606550994
0.06584,219.412851903,219.435257981,48.317840133,0.0,48.317840133,-0.0226590267368,0.0,-0.00771686611678
0.06585,219.677758438,219.685497205,48.5656694419,0.0,48.5656694419,-0.0177280293207,0.0,-0.00282707411601
0.06586,219.939542865,219.93261422,48.8128084999,0.0,48.8128084999,-0.0127967824941,0.0,0.0020627555146
0.06587,220.198201465,220.176605513,49.0592537947,0.0,49.0592537947,-0.00786535632551,0.0,0.00695255328085
0.06588,220.453730561,220.417467616,49.3050018233,0.0,49.3050018233,-0.00293382088594,0.0,0.0118422496891
0.06589,220.706126521,220.655197107,49.5500490925,0.0,49.5500490925,0.00199775375232,0.0,0.0167317752471
0.0659,220.955385759,220.889790607,49.7943921187,0.0,49.7943921187,0.00692929751666,0.0,0.0216210604653
0.06591,221.201504732,221.121244782,50.0380274279,0.0,50.0380274279,0.0118607403352,0.0,0.0265100358574
0.06592,221.444479941,221.349556342,50.280951556,0.0,50.280951556,0.0167920121379,0.0,0.0313986319416
0.06593,221.684307935,221.574722043,50.5231610486,0.0,50.5231610486,0.0217230428572,0.0,0.0362867792416
0.06594,221.920985303,221.796738684,50.7646524611,0.0,50.7646524611,0.0266537624297,0.0,0.0411744082874
0.06595,222.154508683,222.01560311,51.0054223589,0.0,51.0054223589,0.031584100796,0.0,0.0460614496164
0.06596,222.384874756,222.23131221,51.2454673177,0.0,51.2454673177,0.0365139879028,0.0,0.0509478337745
0.06597,222.612080248,222.443862919,51.484783923,0.0,51.484783923,0.0414433537026,0.0,0.0558334913166
0.06598,222.836121929,222.653252216,51.7233687708,0.0,51.7233687708,0.0463721281553,0.0,0.0607183528084
0.06599,223.056996616,222.859477126,51.9612184676,0.0,51.9612184676,0.0513002412288,0.0,0.0656023488266
0.066,223.274701169,223.062534716,52.19832963,0.0,52.19832963,0.0562276228995,0.0,0.0704854099605
0.06601,223.489232494,223.262422101,52.4346988856,0.0,52.4346988856,0.0611542031535,0.0,0.0753674668124
0.06602,223.700587543,223.459136441,52.6703228725,0.0,52.6703228725,0.0660799119873,0.0,0.0802484499993
0.06603,223.908763311,223.65267494,52.9051982394,0.0,52.9051982394,0.0710046794085,0.0,0.0851282901531
0.06604,224.11375684,223.843034846,53.1393216458,0.0,53.1393216458,0.0759284354365,0.0,0.0900069179225
0.06605,224.315565216,224.030213455,53.3726897622,0.0,53.3726897622,0.0808511101039,0.0,0.0948842639732
0.06606,224.514185572,224.214208107,53.6052992697,0.0,53.6052992697,0.0857726334566,0.0,0.0997602589892
0.06607,224.709615084,224.395016186,53.8371468603,0.0,53.8371468603,0.0906929355555,0.0,0.104634833674
0.06608,224.901850975,224.572635122,54.0682292369,0.0,54.0682292369,0.0956119464772,0.0,0.109507918751
0.06609,225.090890513,224.747062392,54.2985431131,0.0,54.2985431131,0.100529596315,0.0,0.114379444966
0.0661,225.276731011,224.918295516,54.5280852134,0.0,54.5280852134,0.10544581518,0.0,0.119249343085
0.06611,225.459369828,225.086332061,54.7568522733,0.0,54.7568522733,0.110360533204,0.0,0.124117543899
0.06612,225.638804369,225.251169638,54.9848410388,0.0,54.9848410388,0.115273680537,0.0,0.128983978223
0.06613,225.815032083,225.412805905,55.2120482672,0.0,55.2120482672,0.120185187353,0.0,0.133848576897
0.06614,225.988050465,225.571238565,55.4384707266,0.0,55.4384707266,0.125094983847,0.0,0.138711270786
0.06615,226.157857056,225.726465365,55.6641051961,0.0,55.6641051961,0.13000300024,0.0,0.143571990783
0.06616,226.324449444,225.8784841,55.8889484659,0.0,55.8889484659,0.134909166778,0.0,0.148430667811
0.06617,226.487825261,226.02729261,56.1129973375,0.0,56.1129973375,0.139813413734,0.0,0.153287232819
0.06618,226.647982184,226.172888779,56.3362486235,0.0,56.3362486235,0.144715671407,0.0,0.158141616787
0.06619,226.804917938,226.315270538,56.5586991479,0.0,56.5586991479,0.149615870126,0.0,0.162993750727
0.0662,226.958630292,226.454435863,56.7803457461,0.0,56.7803457461,0.154513940249,0.0,0.167843565683
0.06621,227.109117061,226.590382778,57.0011852649,0.0,57.0011852649,0.159409812163,0.0,0.172690992731
0.06622,227.256376107,226.723109348,57.2212145626,0.0,57.2212145626,0.164303416287,0.0,0.177535962981
0.06623,227.400405337,226.852613689,57.440430509,0.0,57.440430509,0.169194683071,0.0,0.18237840758
0.06624,227.541202704,226.97889396,57.6588299853,0.0,57.6588299853,0.174083542998,0.0,0.187218257709
0.06625,227.678766207,227.101948365,57.8764098844,0.0,57.8764098844,0.178969926582,0.0,0.192055444586
0.06626,227.81309389,227.221775156,58.0931671108,0.0,58.0931671108,0.183853764374,0.0,0.196889899468
0.06627,227.944183845,227.338372631,58.3090985805,0.0,58.3090985805,0.18873498696,0.0,0.201721553651
0.06628,228.072034209,227.451739131,58.5242012213,0.0,58.5242012213,0.193613524959,0.0,0.20655033847
0.06629,228.196643164,227.561873046,58.7384719725,0.0,58.7384719725,0.198489309031,0.0,0.211376185301
0.0663,228.31800894,227.668772811,58.9519077855,0.0,58.9519077855,0.203362269872,0.0,0.216199025562
0.06631,228.436129812,227.772436905,59.1645056234,0.0,59.1645056234,0.20823233822,0.0,0.221018790714
0.06632,228.5510041,227.872863857,59.3762624613,0.0,59.3762624613,0.213099444851,0.0,0.225835412262
0.06633,228.662630173,227.970052237,59.5871752863,0.0,59.5871752863,0.217963520585,0.0,0.230648821754
0.06634,228.771006444,228.064000667,59.7972410979,0.0,59.7972410979,0.222824496285,0.0,0.235458950787
0.06635,228.876131372,228.154707809,60.0064569073,0.0,60.0064569073,0.227682302856,0.0,0.240265731001
0.06636,228.978003464,228.242172375,60.2148197387,0.0,60.2148197387,0.232536871252,0.0,0.245069094086
0.06637,229.076621271,228.326393122,60.4223266283,0.0,60.4223266283,0.237388132472,0.0,0.24986897178
0.06638,229.171983393,228.407368852,60.6289746249,0.0,60.6289746249,0.24223601756,0.0,0.25466529587
0.06639,229.264088474,228.485098416,60.8347607899,0.0,60.8347607899,0.247080457612,0.0,0.259457998194
0.0664,229.352935204,228.559580707,61.0396821975,0.0,61.0396821975,0.251921383772,0.0,0.264247010642
0.06641,229.438522322,228.630814669,61.2437359345,0.0,61.2437359345,0.256758727235,0.0,0.269032265155
0.06642,229.52084861,228.698799287,61.4469191006,0.0,61.4469191006,0.261592419246,0.0,0.273813693729
0.06643,229.599912899,228.763533597,61.6492288081,0.0,61.6492288081,0.266422391102,0.0,0.278591228413
0.06644,229.675714065,228.825016678,61.8506621823,0.0,61.8506621823,0.271248574155,0.0,0.283364801313
0.06645,229.748251031,228.883247655,62.0512163611,0.0,62.0512163611,0.276070899807,0.0,0.288134344591
0.06646,229.817522765,228.938225703,62.2508884955,0.0,62.2508884955,0.280889299519,0.0,0.292899790464
0.06647,229.883528284,228.989950038,62.4496757489,0.0,62.4496757489,0.285703704803,0.0,0.29766107121
0.06648,229.946266649,229.038419927,62.6475752974,0.0,62.6475752974,0.290514047231,0.0,0.302418119165
0.06649,230.005736969,229.083634679,62.84458433,0.0,62.84458433,0.29532025843,0.0,0.307170866726
0.0665,230.061938398,229.125593653,63.0407000482,0.0,63.0407000482,0.300122270086,0.0,0.31191924635
0.06651,230.114870137,229.164296253,63.2359196659,0.0,63.2359196659,0.304920013945,0.0,0.316663190557
0.06652,230.164531435,229.199741927,63.4302404102,0.0,63.4302404102,0.309713421814,0.0,0.32140263193
0.06653,230.210921585,229.231930173,63.6236595203,0.0,63.6236595203,0.314502425559,0.0,0.326137503115
0.06654,230.254039929,229.260860533,63.8161742485,0.0,63.8161742485,0.319286957112,0.0,0.330867736824
0.06655,230.293885853,229.286532595,64.0077818601,0.0,64.0077818601,0.324066948466,0.0,0.335593265834
0.06656,230.330458791,229.308945996,64.1984796329,0.0,64.1984796329,0.328842331681,0.0,0.340314022989
0.06657,230.363758224,229.328100415,64.3882648581,0.0,64.3882648581,0.333613038879,0.0,0.345029941201
0.06658,230.393783677,229.343995582,64.57713484,0.0,64.57713484,0.338379002253,0.0,0.34974095345
0.06659,230.420534725,229.35663127,64.7650868959,0.0,64.7650868959,0.343140154061,0.0,0.354446992787
0.0666,230.444010988,229.366007299,64.9521183566,0.0,64.9521183566,0.347896426628,0.0,0.359147992332
0.06661,230.46421213,229.372123537,65.1382265662,0.0,65.1382265662,0.35264775235,0.0,0.363843885278
0.06662,230.481137866,229.374979896,65.323408882,0.0,65.323408882,0.357394063695,0.0,0.36853460489
0.06663,230.494787955,229.374576335,65.507662675,0.0,65.507662675,0.362135293198,0.0,0.373220084505
0.06664,230.505162203,229.370912861,65.6909853293,0.0,65.6909853293,0.366871373469,0.0,0.377900257537
0.06665,230.512260462,229.363989526,65.8733742425,0.0,65.8733742425,0.371602237191,0.0,0.382575057473
0.06666,230.516082632,229.353806427,66.0548268256,0.0,66.0548268256,0.376327817121,0.0,0.387244417878
0.06667,230.516628658,229.34036371,66.235340503,0.0,66.235340503,0.38104804609,0.0,0.391908272394
0.06668,230.513898532,229.323661566,66.4149127123,0.0,66.4149127123,0.385762857008,0.0,0.396566554741
0.06669,230.507892294,229.303700231,66.5935409045,0.0,66.5935409045,0.390472182861,0.0,0.401219198717
0.0667,230.498610028,229.280479991,66.7712225441,0.0,66.7712225441,0.395175956714,0.0,0.405866138203
0.06671,230.486051867,229.254001174,66.9479551087,0.0,66.9479551087,0.399874111712,0.0,0.410507307157
0.06672,230.470217989,229.224264157,67.1237360894,0.0,67.1237360894,0.40456658108,0.0,0.415142639623
0.06673,230.451108619,229.191269362,67.2985629906,0.0,67.2985629906,0.409253298125,0.0,0.419772069724
0.06674,230.428724029,229.155017259,67.4724333302,0.0,67.4724333302,0.41393419624,0.0,0.424395531671
0.06675,230.403064536,229.115508363,67.6453446395,0.0,67.6453446395,0.418609208898,0.0,0.429012959756
0.06676,230.374130506,229.072743235,67.8172944635,0.0,67.8172944635,0.423278269659,0.0,0.433624288358
0.06677,230.341922349,229.026722484,67.9882803604,0.0,67.9882803604,0.427941312169,0.0,0.438229451944
0.06678,230.306440524,228.977446762,68.1582999026,0.0,68.1582999026,0.432598270161,0.0,0.442828385066
0.06679,230.267685535,228.92491677,68.3273506758,0.0,68.3273506758,0.437249077455,0.0,0.447421022366
0.0668,230.225657932,228.869133256,68.4954302798,0.0,68.4954302798,0.441893667959,0.0,0.452007298576
0.06681,230.180358313,228.810097011,68.6625363281,0.0,68.6625363281,0.446531975674,0.0,0.456587148517
0.06682,230.131787321,228.747808875,68.8286664482,0.0,68.8286664482,0.451163934685,0.0,0.461160507101
0.06683,230.079945648,228.682269733,68.9938182816,0.0,68.9938182816,0.455789479171,0.0,0.465727309333
0.06684,230.024834029,228.613480517,69.1579894836,0.0,69.1579894836,0.460408543402,0.0,0.470287490311
0.06685,229.966453248,228.541442204,69.3211777236,0.0,69.3211777236,0.465021061741,0.0,0.474840985228
0.06686,229.904804134,228.466155817,69.4833806851,0.0,69.4833806851,0.46962696864,0.0,0.47938772937
0.06687,229.839887565,228.387622428,69.6445960656,0.0,69.6445960656,0.474226198649,0.0,0.48392765812
0.06688,229.771704462,228.305843151,69.8048215764,0.0,69.8048215764,0.47881868641,0.0,0.488460706959
0.06689,229.700255794,228.22081915,69.964054943,0.0,69.964054943,0.483404366662,0.0,0.492986811462
0.0669,229.625542578,228.132551632,70.1222939049,0.0,70.1222939049,0.48798317424,0.0,0.497505907307
0.06691,229.547565874,228.041041853,70.2795362158,0.0,70.2795362158,0.492555044076,0.0,0.502017930268
0.06692,229.466326791,227.946291112,70.4357796435,0.0,70.4357796435,0.497119911204,0.0,0.506522816223
0.06693,229.381826484,227.848300757,70.5910219697,0.0,70.5910219697,0.501677710755,0.0,0.511020501148
0.06694,229.294066153,227.747072179,70.7452609908,0.0,70.7452609908,0.506228377962,0.0,0.515510921122
0.06695,229.203047046,227.642606818,70.8984945169,0.0,70.8984945169,0.51077184816,0.0,0.51999401233
0.06696,229.108770456,227.534906159,71.0507203729,0.0,71.0507203729,0.515308056787,0.0,0.524469711057
0.06697,229.011237724,227.423971731,71.2019363977,0.0,71.2019363977,0.519836939386,0.0,0.528937953695
0.06698,228.910450235,227.309805112,71.3521404447,0.0,71.3521404447,0.524358431603,0.0,0.533398676742
0.06699,228.806409421,227.192407924,71.5013303817,0.0,71.5013303817,0.528872469191,0.0,0.537851816804
0.067,228.699116763,227.071781836,71.6495040908,0.0,71.6495040908,0.533378988009,0.0,0.542297310591
0.06701,228.588573783,226.947928561,71.7966594685,0.0,71.7966594685,0.537877924022,0.0,0.546735094925
0.06702,228.474782054,226.820849861,71.9427944258,0.0,71.9427944258,0.542369213305,0.0,0.551165106737
0.06703,228.357743193,226.690547541,72.0879068879,0.0,72.0879068879,0.546852792039,0.0,0.555587283067
0.06704,228.237458862,226.557023454,72.2319947944,0.0,72.2319947944,0.551328596516,0.0,0.560001561068
0.06705,228.113930772,226.420279496,72.3750560992,0.0,72.3750560992,0.555796563139,0.0,0.564407878005
0.06706,227.987160679,226.280317611,72.5170887708,0.0,72.5170887708,0.56025662842,0.0,0.568806171253
0.06707,227.857150382,226.137139789,72.6580907917,0.0,72.6580907917,0.564708728983,0.0,0.573196378307
0.06708,227.723901732,225.990748064,72.7980601588,0.0,72.7980601588,0.569152801565,0.0,0.577578436772
0.06709,227.587416621,225.841144517,72.9369948835,0.0,72.9369948835,0.573588783017,0.0,0.58195228437
0.0671,227.447696989,225.688331274,73.0748929913,0.0,73.0748929913,0.578016610304,0.0,0.58631785894
0.06711,227.304744821,225.532310507,73.2117525221,0.0,73.2117525221,0.582436220508,0.0,0.59067509844
0.06712,227.15856215,225.373084433,73.3475715304,0.0,73.3475715304,0.586847550824,0.0,0.595023940945
0.06713,227.009151053,225.210655315,73.4823480849,0.0,73.4823480849,0.591250538567,0.0,0.599364324648
0.06714,226.856513654,225.045025462,73.6160802689,0.0,73.6160802689,0.595645121171,0.0,0.603696187865
0.06715,226.700652121,224.876197227,73.7487661802,0.0,73.7487661802,0.600031236188,0.0,0.608019469032
0.06716,226.54156867,224.704173011,73.8804039314,0.0,73.8804039314,0.604408821292,0.0,0.612334106705
0.06717,226.379265562,224.528955257,74.0109916498,0.0,74.0109916498,0.608777814276,0.0,0.616640039566
0.06718,226.213745104,224.350546457,74.1405274775,0.0,74.1405274775,0.613138153057,0.0,0.620937206419
0.06719,226.045009648,224.168949145,74.2690095717,0.0,74.2690095717,0.617489775675,0.0,0.625225546192
0.0672,225.873061591,223.984165903,74.3964361045,0.0,74.3964361045,0.621832620295,0.0,0.62950499794
0.06721,225.697903379,223.796199356,74.5228052632,0.0,74.5228052632,0.626166625205,0.0,0.633775500844
0.06722,225.5195375,223.605052177,74.64811525,0.0,74.64811525,0.630491728819,0.0,0.638036994211
0.06723,225.337966488,223.410727082,74.7723642823,0.0,74.7723642823,0.634807869679,0.0,0.642289417478
0.06724,225.153192926,223.213226832,74.8955505929,0.0,74.8955505929,0.639114986451,0.0,0.646532710209
0.06725,224.965219438,223.012554235,75.0176724294,0.0,75.0176724294,0.643413017932,0.0,0.650766812099
0.06726,224.774048697,222.808712142,75.1387280545,0.0,75.1387280545,0.647701903047,0.0,0.654991662973
0.06727,224.579683419,222.601703451,75.2587157461,0.0,75.2587157461,0.651981580851,0.0,0.65920720279
0.06728,224.382126366,222.391531103,75.3776337973,0.0,75.3776337973,0.656251990528,0.0,0.663413371637
0.06729,224.181380347,222.178198086,75.4954805158,0.0,75.4954805158,0.660513071396,0.0,0.667610109739
0.0673,223.977448214,221.961707431,75.6122542248,0.0,75.6122542248,0.664764762905,0.0,0.671797357452
0.06731,223.770332866,221.742062216,75.7279532624,0.0,75.7279532624,0.669007004636,0.0,0.675975055267
0.06732,223.560037246,221.519265562,75.8425759818,0.0,75.8425759818,0.673239736307,0.0,0.680143143812
0.06733,223.346564343,221.293320635,75.9561207513,0.0,75.9561207513,0.677462897771,0.0,0.684301563852
0.06734,223.129917191,221.064230647,76.0685859544,0.0,76.0685859544,0.681676429015,0.0,0.688450256288
0.06735,222.910098869,220.831998853,76.1799699901,0.0,76.1799699901,0.685880270164,0.0,0.692589162161
0.06736,222.687112501,220.596628555,76.2902712724,0.0,76.2902712724,0.690074361481,0.0,0.696718222648
0.06737,222.460961256,220.358123096,76.3994882309,0.0,76.3994882309,0.694258643365,0.0,0.70083737907
0.06738,222.231648349,220.116485867,76.5076193105,0.0,76.5076193105,0.698433056356,0.0,0.704946572885
0.06739,221.999177038,219.871720302,76.6146629718,0.0,76.6146629718,0.702597541133,0.0,0.709045745696
0.0674,221.763550627,219.62382988,76.7206176908,0.0,76.7206176908,0.706752038515,0.0,0.713134839247
0.06741,221.524772466,219.372818123,76.8254819593,0.0,76.8254819593,0.710896489463,0.0,0.717213795424
0.06742,221.282845947,219.1186886,76.9292542845,0.0,76.9292542845,0.715030835079,0.0,0.72128255626
0.06743,221.037774508,218.861444921,77.0319331895,0.0,77.0319331895,0.719155016609,0.0,0.725341063929
0.06744,220.789561634,218.601090743,77.1335172129,0.0,77.1335172129,0.723268975439,0.0,0.729389260756
0.06745,220.538210852,218.337629767,77.2340049092,0.0,77.2340049092,0.727372653102,0.0,0.733427089207
0.06746,220.283725733,218.071065735,77.3333948484,0.0,77.3333948484,0.731465991276,0.0,0.7374544919
0.06747,220.026109895,217.801402438,77.4316856162,0.0,77.4316856162,0.735548931784,0.0,0.741471411599
0.06748,219.765366999,217.528643707,77.5288758141,0.0,77.5288758141,0.739621416595,0.0,0.745477791218
0.06749,219.501500751,217.252793419,77.6249640592,0.0,77.6249640592,0.743683387827,0.0,0.749473573819
0.0675,219.2345149,216.973855494,77.7199489842,0.0,77.7199489842,0.747734787745,0.0,0.753458702617
0.06751,218.964413242,216.691833896,77.8138292375,0.0,77.8138292375,0.751775558765,0.0,0.757433120977
0.06752,218.691199615,216.406732635,77.9066034831,0.0,77.9066034831,0.755805643455,0.0,0.761396772417
0.06753,218.414877901,216.118555761,77.9982704008,0.0,77.9982704008,0.75982498453,0.0,0.765349600609
0.06754,218.135452029,215.82730737,78.088828686,0.0,78.088828686,0.763833524864,0.0,0.769291549376
0.06755,217.852925969,215.532991602,78.1782770499,0.0,78.1782770499,0.76783120748,0.0,0.773222562698
0.06756,217.567303737,215.235612639,78.2666142194,0.0,78.2666142194,0.771817975557,0.0,0.777142584711
0.06757,217.278589392,214.935174709,78.3538389373,0.0,78.3538389373,0.77579377243,0.0,0.781051559704
0.06758,216.986787038,214.63168208,78.4399499623,0.0,78.4399499623,0.77975854159,0.0,0.784949432126
0.06759,216.69190082,214.325139065,78.5249460688,0.0,78.5249460688,0.783712226684,0.0,0.788836146584
0.0676,216.393934931,214.015550023,78.6088260475,0.0,78.6088260475,0.787654771517,0.0,0.79271164784
0.06761,216.092893606,213.702919352,78.6915887046,0.0,78.6915887046,0.791586120054,0.0,0.796575880821
0.06762,215.788781122,213.387251496,78.7732328624,0.0,78.7732328624,0.795506216416,0.0,0.800428790609
0.06763,215.481601801,213.068550941,78.8537573594,0.0,78.8537573594,0.799415004887,0.0,0.80427032245
0.06764,215.171360011,212.746822216,78.9331610496,0.0,78.9331610496,0.803312429907,0.0,0.80810042175
0.06765,214.858060159,212.422069895,79.0114428032,0.0,79.0114428032,0.80719843608,0.0,0.81191903408
0.06766,214.541706698,212.094298592,79.0886015065,0.0,79.0886015065,0.811072968172,0.0,0.815726105172
0.06767,214.222304125,211.763512965,79.1646360615,0.0,79.1646360615,0.81493597111,0.0,0.819521580922
0.06768,213.899856978,211.429717717,79.2395453864,0.0,79.2395453864,0.818787389986,0.0,0.823305407392
0.06769,213.574369841,211.09291759,79.3133284153,0.0,79.3133284153,0.822627170054,0.0,0.82707753081
0.0677,213.24584734,210.753117372,79.3859840985,0.0,79.3859840985,0.826455256736,0.0,0.830837897569
0.06771,212.914294143,210.410321892,79.4575114023,0.0,79.4575114023,0.830271595618,0.0,0.834586454229
0.06772,212.579714963,210.064536022,79.5279093091,0.0,79.5279093091,0.834076132455,0.0,0.838323147519
0.06773,212.242114554,209.715764675,79.5971768177,0.0,79.5971768177,0.837868813168,0.0,0.842047924337
0.06774,211.901497716,209.36401281,79.665312943,0.0,79.665312943,0.841649583848,0.0,0.845760731747
0.06775,211.557869287,209.009285424,79.732316716,0.0,79.732316716,0.845418390756,0.0,0.849461516988
0.06776,211.211234154,208.651587561,79.7981871845,0.0,79.7981871845,0.849175180324,0.0,0.853150227466
0.06777,210.861597241,208.290924302,79.8629234122,0.0,79.8629234122,0.852919899152,0.0,0.85682681076
0.06778,210.508963518,207.927300774,79.9265244794,0.0,79.9265244794,0.856652494017,0.0,0.860491214622
0.06779,210.153337997,207.560722145,79.9889894829,0.0,79.9889894829,0.860372911865,0.0,0.864143386976
0.0678,209.794725731,207.191193625,80.0503175358,0.0,80.0503175358,0.864081099818,0.0,0.867783275919
0.06781,209.433131818,206.818720466,80.1105077679,0.0,80.1105077679,0.86777700517,0.0,0.871410829725
0.06782,209.068561397,206.443307961,80.1695593252,0.0,80.1695593252,0.871460575392,0.0,0.875025996842
0.06783,208.701019649,206.064961445,80.2274713703,0.0,80.2274713703,0.875131758131,0.0,0.878628725893
0.06784,208.330511797,205.683686296,80.2842430822,0.0,80.2842430822,0.878790501206,0.0,0.882218965679
0.06785,207.957043108,205.299487933,80.3398736562,0.0,80.3398736562,0.882436752618,0.0,0.88579666518
0.06786,207.580618889,204.912371815,80.3943623042,0.0,80.3943623042,0.886070460543,0.0,0.88936177355
0.06787,207.201244489,204.522343446,80.4477082542,0.0,80.4477082542,0.889691573334,0.0,0.892914240126
0.06788,206.818925301,204.129408366,80.4999107503,0.0,80.4999107503,0.893300039526,0.0,0.896454014422
0.06789,206.433666759,203.733572163,80.5509690532,0.0,80.5509690532,0.896895807831,0.0,0.899981046134
0.0679,206.045474337,203.33484046,80.6008824396,0.0,80.6008824396,0.900478827143,0.0,0.903495285139
0.06791,205.654353553,202.933218924,80.6496502022,0.0,80.6496502022,0.904049046536,0.0,0.906996681494
0.06792,205.260309966,202.528713265,80.6972716502,0.0,80.6972716502,0.907606415268,0.0,0.91048518544
0.06793,204.863349175,202.12132923,80.7437461088,0.0,80.7437461088,0.911150882778,0.0,0.913960747402
